SYMBOL,Security Name
OBCL,Orissa Bengal Carrier Ltd
TRL,Taylormade Renewables Ltd
LEMONTREE,Lemon Tree Hotels Ltd
CHEMFAB,Chemfab Alkalis Ltd
HARDWYN,Hardwyn India Ltd
DLCL,Dr Lalchandani Labs Ltd
ORIENTELEC,Orient Electric Ltd
DHRUV,Dhruv Consultancy Services Ltd
AKSHAR,Akshar Spintex Ltd
INDOUS,Indo Us Bio-Tech Ltd
BSE500IETF,ICICI Prudential BSE 500 ETF
INDOSTAR,Indostar Capital Finance Ltd
MILEFUR,Milestone Furniture Ltd
UHZAVERI,U. H. Zaveri Ltd
PARVATI,Parvati Sweetners and Power Ltd
MEGASTAR,Megastar Foods Ltd
INNOVATORS,Innovators Facade Systems Ltd
UCIL,Unifinz Capital India Ltd
ZIMLAB,Zim Laboratories Ltd
AFFORDABLE,Affordable Robotic & Automation Ltd
DOLLAR,Dollar Industries Ltd
NGIL,Nakoda Group of Industries Ltd
PALMJEWELS,Palm Jewels Ltd
WAA,Waa Solar Ltd
ADANIGREEN,Adani Green Energy Ltd
UNICK,Unick Fix-A-Form And Printers Ltd
SOLARA,Solara Active Pharma Sciences Ltd
GAYAHWS,Gayatri Highways Ltd
RITES,RITES Ltd
FINEORG,Fine Organic Industries Ltd
VARROC,Varroc Engineering Ltd
RAJNISH,Rajnish Wellness Ltd
STRAEXPO,Sophia Traexpo Ltd
RAWEDGE,Raw Edge Industrial Solutions Ltd
SUPERSHAKT,Supershakti Metaliks Ltd
ASHNI,Ashnisha Industries Ltd
RACONTEUR,Raconteur Global Resources Ltd
HDFCAMC,HDFC Asset Management Company Ltd
VIVANTA,Vivanta Industries Ltd
FRATELLI,Fratelli Vineyards Ltd
CREDITACC,CreditAccess Grameen Ltd
AMINTAN,Amin Tannery Ltd
DEEP,Deep Polymers Ltd
SMEL,Sungold Media and Entertainment Ltd
NEXT50IETF,ICICI Prudential Nifty Next 50 ETF
ASRL,Add-Shop ERetail Ltd
SPACEINCUBA,Space Incubatrics Technologies Ltd
SGIL,Synergy Green Industries Ltd
RANJEET,Ranjeet Mechatronics Ltd
IRCON,IRCON International Ltd
SKYGOLD,Sky Gold Ltd
SETFSN50,SBI - ETF - SENSEX NEXT 50
MANORAMA,Manorama Industries Ltd
INNOVATIVE,Innovative Ideals and Services (India) Ltd
AAVAS,AAVAS Financiers Ltd
GRSE,Garden Reach Shipbuilders & Engineers Ltd
AAL,A-1 Acid Ltd
DOLFIN,Dolfin Rubbers Ltd
SHUBHAM,Shubham Polyspin Ltd
AKI,AKI India Ltd
SUNRETAIL,Sun Retail Ltd
SMGOLD,S. M. Gold Ltd
VIVIDM,Vivid Mercantile Ltd
BCPL,BCPL Railway Infrastructure Ltd
ATGL,Adani Total Gas Ltd
PHOSPHATE,The Phosphate Company Ltd
NIFTYETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF)
TECHNOE,Techno Electric & Engineering Company Ltd
RONI,Roni Households Ltd
SKIFL,Shree Krishna Infrastructure Ltd
DGL,Diksha Greens Ltd
ARYAN,Aryan Share and Stock Brokers Ltd
NIVAKA,Nivaka Fashions Ltd
DALBHARAT,Dalmia Bharat Ltd
ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF
NILASPACES,Nila Spaces Ltd
SRD,Shankar Lal Rampal Dye-Chem Ltd
TREJHARA,Trejhara Solutions Ltd
DECCAN,Deccan Health Care Ltd
AXITA,Axita Cotton Ltd
KPIGREEN,KPI Green Energy Ltd
HIKLASS,Hi-Klass Trading and Investment Ltd
RPSGVENT,RPSG Ventures Ltd
SPENCERS,Spencers Retail Ltd
GLOSTERLTD,Gloster Ltd
XELPMOC,Xelpmoc Design and Tech Ltd
SPACAPS,SPA Capital Services Ltd
AARSHYAM,Aar Shyam India Investment Company Ltd
RITCO,Ritco Logistics Ltd
CHALET,Chalet Hotels Ltd
ANMOL,Anmol India Ltd
JONJUA,Jonjua Overseas Ltd
KRANTI,Kranti Industries Ltd
ANUP,The Anup Engineering Ltd
GLEAM,Gleam Fabmat Ltd
ARVINDFASN,Arvind Fashions Ltd
UTISXN50,UTI BSE Sensex Next 50 ETF
JYOTIN,Jyot International Marketing Ltd
AGOL,Ashapuri Gold Ornament Ltd
AARTECH,Aartech Solonics Ltd
HBEL,Humming Bird Education Ltd
MSTCLTD,MSTC Ltd
ROOPSHRI,Roopshri Resorts Ltd
CHANDNIMACH,Chandni Machines Ltd
NSL,Northern Spirits Ltd
RVNL,Rail Vikas Nigam Ltd
METROPOLIS,Metropolis Healthcare Ltd
KPITTECH,KPIT Technologies Ltd
POLYCAB,Polycab India Ltd
VRFILMS,V R Films & Studios Ltd
VIKASLIFE,Vikas Lifecare Ltd
NEOGEN,Neogen Chemicals Ltd
GKP,G. K. P. Printing & Packaging Ltd
WORL,White Organic Retail Ltd
EVANS,Evans Electric Ltd
BMW,BMW Industries Ltd
AEPL,Artemis Electricals and Projects Ltd
CHCL,Cian Healthcare Ltd
DEL,Dhanashree Electronics Ltd
HARISH,Harish Textile Engineers Ltd
PPL,Prakash Pipes Ltd
DGCONTENT,Digicontent Ltd
PARSHVA,Parshva Enterprises Ltd
ARL,Anand Rayons Ltd
MURAE,Murae Organisor Ltd
SBC,SBC Exports Ltd
INDIAMART,IndiaMART InterMESH Ltd
CPML,City Pulse Multiplex Ltd
SKIEL,SK International Export Ltd
DCMNVL,DCM Nouvelle Ltd
BANKIETF,ICICI Prudential Nifty Bank ETF
SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50
AFFLE,Affle (India) Ltd
SEACOAST,Seacoast Shipping Services Ltd
PVTBANIETF,ICICI Prudential Nifty Private Bank ETF
SPANDANA,Spandana Sphoorty Financial Ltd
SWSOLAR,Sterling and Wilson Renewable Energy Ltd
ALPHALOGIC,Alphalogic Techsys Ltd
NOVATEOR,Novateor Research Laboratories Ltd
360ONE,360 ONE WAM LTD
IIFLSEC,IIFL Securities Ltd
MUFIN,Mufin Green Finance Ltd
MISQUITA,Misquita Engineering Ltd
GALACTICO,Galactico Corporate Services Ltd
VEL,Vaxfab Enterprises Ltd
NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT
NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT
NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS
NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT
NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT
NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT
NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS
NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT
FLUOROCHEM,Gujarat Fluorochemicals Ltd
NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT
NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT
NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT
NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT
NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT
IRCTC,Indian Railway Catering and Tourism Corporation Ltd
NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT
NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH
NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH
NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT
NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT
NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH
NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT
NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT
NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH
NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT
NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT
GOBLIN,Goblin India Ltd
GENSOL,Gensol Engineering Ltd
VISHWARAJ,Vishwaraj Sugar Industries Ltd
GREENPANEL,Greenpanel Industries Ltd
SHAHLON,Shahlon Silk Industries Ltd
ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF
MOUNT,Mount Housing and Infrastructure Ltd
ANUROOP,Anuroop Packaging Ltd
COLABCLOUD,Colab Cloud Platforms Ltd
CSBBANK,CSB Bank Ltd
UJJIVANSFB,Ujjivan Small Finance Bank Ltd
HINDWAREAP,Hindware Home Innovation Ltd
EASUN,Easun Capital Markets Ltd
PRINCEPIPE,Prince Pipes and Fittings Ltd
ASSAMENT,Assam Entrade Ltd
GIANLIFE,Gian Life Care Ltd
ARTEMISMED,Artemis Medicare Services Ltd
SUMICHEM,Sumitomo Chemical India Ltd
MIDCAPIETF,ICICI Prudential Nifty Midcap 150 ETF
NEXT50,Mirae Asset Nifty Next 50 ETF (MANXT50ETF)
JANUSCORP,Janus Corporation Ltd
VARDHANCFL,Vardhan Capital & Finance Ltd
UNIVPHOTO,Universus Photo Imagings Ltd
CBPL,Chandra Bhagat Pharma Ltd
OCTAVIUSPL,Octavius Plantations Ltd
SUVENPHAR,Suven Pharmaceuticals Ltd
SMAUTO,SM Auto Stamping Ltd
SBICARD,SBI Cards and Payment Services Ltd
08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01)
08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01)
08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01)
08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01)
08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01)
08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01)
08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01)
08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01)
08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01)
08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01)
08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01)
08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01)
08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01)
08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01)
08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01)
08ADD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01)
ROJL,RO Jewels Ltd
COSPOWER,Cospower Engineering Ltd
11DPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT
11GPG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH
11MPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT
11MPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT
11QPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT
11QPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT
11ADD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT
11ADR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT
11AGG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH
11AMD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT
11AMR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT
11AQD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT
11AQR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT
11DPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT
POWERINDIA,Hitachi Energy India Ltd
DJML,DJ Mediaprint & Logistics Ltd
NATURAL,Natural Biocon (India) Ltd
REGIS,Regis Industries Ltd
BILLWIN,Billwin Industries Ltd
AARTISURF,Aarti Surfactants Ltd
BONLON,Bonlon Industries Ltd
BOROLTD,Borosil Ltd
ROSSARI,Rossari Biotech Ltd
NDRAUTO,NDR Auto Components Ltd
SBGLP,Suratwwala Business Group Ltd
ALPL30IETF,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF
MAXHEALTH,Max Healthcare Institute Ltd
ITIETF,ICICI Prudential Nifty IT ETF
MAXIND,Max India Ltd
HDFCNIFBAN,HDFC Nifty Banking ETF
UTIBANKETF,UTI NIFTY BANK ETF
HAPPSTMNDS,Happiest Minds Technologies Ltd
ROUTE,Route Mobile Ltd
SAMRATFORG,Samrat Forgings Ltd
ADVAIT,Advait Infratech Ltd
ADL,Archidply Decor Ltd
CAMS,Computer Age Management Services Ltd
CHEMCON,Chemcon Speciality Chemicals Ltd
SECMARK,SecMark Consultancy Ltd
ANGELONE,Angel One Ltd
ATAM,Atam Valves Ltd
MAZDOCK,Mazagon Dock Shipbuilders Ltd
UTIAMC,UTI Asset Management Company Ltd
GMPL,G M Polyplast Ltd
LIKHITHA,Likhitha Infrastructure Ltd
VGIL,Veer Global Infraconstruction Ltd
HEMIPROP,Hemisphere Properties India Ltd
EQUITASBNK,Equitas Small Finance Bank Ltd
SHINEFASH,Shine Fashions (India) Ltd
GLAND,Gland Pharma Ltd
ESG,Mirae Asset Nifty 100 ESG Sector Leaders ETF
RBA,Restaurant Brands Asia Ltd
TARC,Tarc Ltd
RVHL,Ravinder Heights Ltd
FAIRCHEMOR,Fairchem Organics Ltd
BECTORFOOD,Mrs. Bectors Food Specialities Ltd
AWHCL,Antony Waste Handling Cell Ltd
INFRABEES,Nippon India ETF Nifty Infrastructure BeES
RFLL,Rita Finance and Leasing Ltd
IRFC,Indian Railway Finance Corporation Ltd
INDIGOPNTS,Indigo Paints Ltd
HOMEFIRST,Home First Finance Company India Ltd
STOVEKRAFT,Stove Kraft Ltd
MRP,MRP Agro Ltd
SMCGLOBAL,SMC Global Securities Ltd
NURECA,Nureca Ltd
RAILTEL,RailTel Corporation of India Ltd
HERANBA,Heranba Industries Ltd
DAVANGERE,Davangere Sugar Company Ltd
DRCSYSTEMS,DRC Systems India Ltd
MTARTECH,MTAR Technologies Ltd
JUBLINGREA,Jubilant Ingrevia Ltd
EASEMYTRIP,Easy Trip Planners Ltd
KMEW,Knowledge Marine & Engineering Works Ltd
SUUMAYA,Suumaya Corporation Ltd
ANURAS,Anupam Rasayan India Ltd
CRAFTSMAN,Craftsman Automation Ltd
LXCHEM,Laxmi Organic Industries Ltd
KALYANKJIL,Kalyan Jewellers India Ltd
SURYODAY,Suryoday Small Finance Bank Ltd
NAZARA,Nazara Technologies Ltd
SUVIDHAA,Suvidhaa Infoserve Ltd
BARBEQUE,Barbeque-Nation Hospitality Ltd
EKI,EKI Energy Services Ltd
RCAN,Rajeshwari Cans Ltd
JETMALL,Jetmall Spices and Masala Ltd
LODHA,Macrotech Developers Ltd
DEEPINDS,Deep Industries Ltd
MAFANG,Mirae Asset NYSE FANG+ ETF
HEALTHIETF,ICICI Prudential Nifty Healthcare ETF
IWEL,Inox Wind Energy Ltd
VINEETLAB,Vineet Laboratories Ltd
SHYAMMETL,Shyam Metalics and Energy Ltd
SONACOMS,Sona BLW Precision Forgings Ltd
NAVODAYENT,Navoday Enterprises Ltd
DODLA,Dodla Dairy Ltd
KIMS,Krishna Institute of Medical Sciences Ltd
ADESHWAR,Adeshwar Meditex Ltd
TIMESGREEN,Times Green Energy (India) Ltd
IPL,India Pesticides Ltd
FOCUS,Focus Business Solution Ltd
GRINFRA,G R Infraprojects Ltd
CLEAN,Clean Science and Technology Ltd
AAPLUSTRAD,AA Plus Tradelink Ltd
ZOMATO,Zomato Ltd
TATVA,Tatva Chintan Pharma Chem Ltd
GLS,Glenmark Life Sciences Ltd
BFSI,Mirae Asset Nifty Financial Services ETF
GCSL,Gretex Corporate Services Ltd
ROLEXRINGS,Rolex Rings Ltd
FMCGIETF,ICICI Prudential Nifty FMCG ETF
EXXARO,Exxaro Tiles Ltd
KRSNAA,Krsnaa Diagnostics Ltd
WINDLAS,Windlas Biotech Ltd
DEVYANI,Devyani International Ltd
MOL,Meghmani Organics Ltd
EPIGRAL,Epigral Ltd
CARTRADE,CarTrade Tech Ltd
NUVOCO,Nuvoco Vistas Corporation Ltd
APTUS,Aptus Value Housing Finance India Ltd
CHEMPLASTS,Chemplast Sanmar Ltd
SHARPLINE,Sharpline Broadcast Ltd
AASHKA,Aashka Hospitals Ltd
AXISTECETF,Axis NIFTY IT ETF
AXISHCETF,Axis NIFTY Healthcare ETF
AMIORG,Ami Organics Ltd
VIJAYA,Vijaya Diagnostic Centre Ltd
POBS,PlatinumOne Business Services Ltd
AXISCETF,Axis NIFTY India Consumption ETF
SANSERA,Sansera Engineering Ltd
PREVEST,Prevest Denpro Ltd
MARKOLINES,Markolines Pavement Technologies Ltd
MASPTOP50,Mirae Asset S&P 500 Top 50 ETF
SBLI,SBL Infratech Ltd
PARAS,Paras Defence and Space Technologies Ltd
GETALONG,Getalong Enterprise Ltd
SVRL,Shri Venkatesh Refineries Ltd
ABSLAMC,Aditya Birla Sun Life AMC Ltd
PROMAX,Promax Power Ltd
SAMOR,Samor Reality Ltd
ADISHAKTI,Adishakti Loha and Ispat Ltd
CONSUMIETF,ICICI Prudential Nifty India Consumption ETF
NYKAA,FSN E-Commerce Ventures Ltd
FINOPB,Fino Payments Bank Ltd
SJS,S.J.S. Enterprises Ltd
EQUAL50ADD,DSP Nifty 50 Equal Weight ETF
SIGACHI,Sigachi Industries Ltd
POLICYBZR,PB Fintech Ltd
SGFRL,Suyog Gurbaxani Funicular Ropeways Ltd
PAYTM,One 97 Communications Ltd
SAPPHIRE,Sapphire Foods India Ltd
LATENTVIEW,Latent View Analytics Ltd
TARSONS,Tarsons Products Ltd
OMNIPOTENT,Omnipotent Industries Ltd
GOCOLORS,Go Fashion (India) Ltd
DMR,DMR Hydroengineering & Infrastructures Ltd
HITECH,Hi-Tech Pipes Ltd
STARHEALTH,Star Health and Allied Insurance Company Ltd
TEGA,Tega Industries Ltd
MAHKTECH,Mirae Asset Hang Seng TECH ETF
ANANDRATHI,Anand Rathi Wealth Ltd
ZODIAC,Zodiac Energy Ltd
RATEGAIN,RateGain Travel Technologies Ltd
SHRIRAMPPS,Shriram Properties Ltd
JETFREIGHT,Jet Freight Logistics Ltd
MAPMYINDIA,C.E. Info Systems Ltd
METROBRAND,Metro Brands Ltd
MEDPLUS,Medplus Health Services Ltd
DATAPATTNS,Data Patterns (India) Ltd
HPAL,HP Adhesives Ltd
SUPRIYA,Supriya Lifescience Ltd
CLARA,Clara Industries Ltd
MONQ50,Motilal Oswal Nasdaq Q 50 ETF
MIDQ50ADD,DSP Nifty Midcap 150 Quality 50 ETF
BRANDBUCKT,Brandbucket Media & Technology Ltd
NIFTY50ADD,DSP Nifty 50 ETF
CMSINFO,CMS Info Systems Ltd
BCONCEPTS,Brand Concepts Ltd
FABINO,Fabino Enterprises Ltd
WEL,Wonder Electricals Ltd
AUTOIETF,ICICI Prudential Nifty Auto ETF
AGSTRA,AGS Transact Technologies Ltd
ALKOSIGN,Alkosign Ltd
MAKEINDIA,Mirae Asset Nifty India Manufacturing ETF
AWL,Adani Wilmar Ltd
QRIL,Quality RO Industries Ltd
SSTL,Safa Systems & Technologies Ltd
DEVIT,Dev Information Technology Ltd
MANYAVAR,Vedant Fashions Ltd
SPITZE,Maruti Interior Products Ltd
MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF
SOFTTECH,Softtech Engineers Ltd
TECH,Aditya Birla Sunlife Nifty IT ETF
HEALTHY,Aditya Birla Sun Life Nifty Healthcare ETF
BSLNIFTY,Aditya Birla Sun Life Nifty 50 ETF
EKENNIS,Ekennis Software Service Ltd
MIDCAPETF,Mirae Asset Nifty Midcap 150 ETF
EUREKAFORB,Eureka Forbes Ltd
GATEWAY,Gateway Distriparks Ltd
GMRP&UI,GMR Power and Urban Infra Ltd
BCCL,Bhatia Colour Chem Ltd
MSUMI,Motherson Sumi Wiring India Ltd
ACHYUT,Achyut Healthcare Ltd
EVOQ,Evoq Remedies Ltd
MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF
AVROIND,Avro India Ltd
UMAEXPORTS,Uma Exports Ltd
VERANDA,Veranda Learning Solutions Ltd
SEML,Sunrise Efficient Marketing Ltd
DHYAANITR,Dhyaani Tradeventtures Ltd
HARIOMPIPE,Hariom Pipe Industries Ltd
EIGHTY,Eighty Jewellers Ltd
SFSL,Shashwat Furnishing Solutions Ltd
GLHRL,Global Longlife Hospital and Research Ltd
FONE4,Fone4 Communications (India) Ltd
NVENTURES,Nanavati Ventures Ltd
CAMPUS,Campus Activewear Ltd
RAINBOW,Rainbow Children's Medicare Ltd
SILVERTUC,Silver Touch Technologies Ltd
LICI,Life Insurance Corporation of India
PRUDENT,Prudent Corporate Advisory Services Ltd
VENUSPIPES,Venus Pipes & Tubes Ltd
DELHIVERY,Delhivery Ltd
PARADEEP,Paradeep Phosphates Ltd
TIERRA,Tierra Agrotech Ltd
ETHOSLTD,Ethos Ltd
EMUDHRA,eMudhra Ltd
AETHER,Aether Industries Ltd
WEWIN,We Win Ltd
SILVERPRL,Silver Pearl Hospitality & Luxury Spaces Ltd
SCARNOSE,Scarnose International Ltd
GOEL,Goel Food Products Ltd
MODIS,Modis Navnirman Ltd
PGCRL,Pearl Green Clubs and Resorts Ltd
SAILANI,Sailani Tours N Travels Ltd
KESAR,Kesar India Ltd
BRRL,B-Right Realestate Ltd
JAYANT,Jayant Infratech Ltd
VEERKRUPA,Veerkrupa Jewellers Ltd
HEALTHYLIFE,Healthy Life Agritec Ltd
DDEVPLASTIK,Ddev Plastiks Industries Ltd
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF
HDFCNIF100,HDFC NIFTY 100 ETF
HDFCNEXT50,HDFC Mutual Fund
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF
SYRMA,Syrma SGS Technology Ltd
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF
MOQUALITY,Motilal Oswal S&P BSE Quality ETF
OLATECH,Olatech Solutions Ltd
NATURO,Naturo Indiabull Ltd
RHETAN,Rhetan TMT Ltd
DREAMFOLKS,Dreamfolks Services Ltd
DBOL,Dhampur Bio Organics Ltd
DPL,Dipna Pharmachem Ltd
EPBIO,EP Biocomposites Ltd
TMB,Tamilnad Mercantile Bank Ltd
VOEPL,Virtuoso Optoelectronics Ltd
